,e_id,email_body,subject_line,user
847,_999.subject,"FYI. Attached is a presentation on gas markets that I gave to an electricity  group yesterday. The group was formed out of California's restructuring  legislation (AB 1980). It's called the ""AB 1980 Implementation Group"" (I  heard that the group decided that its time to change its name.). The group  includes just about all of the interest groups in California. I focused on the fact that gas offers a model of a ""real"" market that  California should look to in order to fix the ""artificial"" and failed  electricity model created by AB 1980. Best,",Gas Presentation,dasovich-j
848,_10.subject,"Davette,  Greeting to you in the name of my Lord and Savior Jesus! This is the letter  that I spoke of that  was sent to me this morning from one of the ladies at  my church. She also forwarded this message to several other women outside of  our church. I want you to read it because I believe that it will encourage  you to trust God if you are not and hold tight if you are because the  effectual fervent prayers of the righteous do avail much. Like I breifly  stated earlier, I will have my prayer ministry group pray for you tonight and  we will keep on praying for you until I hear you tell me ALL is well. We try  to meet every Monday night to pray over special prayer request that we have  received along with praying for the needs our families, friends, church,  government and even our enemies. Our meeting start at 7pm but we really  don't get started praying until 8pm so if you want to touch and agree with us  around that time that would be great. We're all in this together if you hurt  we hurt. : )   I am writing to each of you because I need you to be in prayer with me this week. For the past two months, I have been going to the doctor, because of a lump I found under my arm. As a result of that I have had to have a mammogram and an ultrasound of my breast. Both test came back abnormal and  I am seeing a specialist this week to determine if I need to have a biopsy or not. Since God has given me the task of doing a mighty work for him the devil has been busy. I trust and believe that God will heal. God gave me a revelation several months ago that ALL IS WELL since that time, my husband and I have reunited our family, we have been blessed tremendously in more ways than I can share with you at this time, however, in the midst of those blessings, the devil has gotten mad. So he has decided to try and pull me down once again. I refuse to be brought down off this spiritual high that is truly a blessing from God. That is why I am calling on all you prayer warriors I need you to be in prayer with me this week. I see the specialist on Thursday and I will know then if I need to have the biopsy. God Bless Each of you and Season's Greetings  Love",prayer,davis-d
849,_108.subject,Good Morning Ducky! Check this out and tell me what you think. It is a guide as to how the 1st   Ministry of Prayer Open House (if you will) might be.,Ministry of Prayer,davis-d
850,_112.subject,"Please be informed that I will not be attending tomorrow's activities @ 2pm. However,  I will be here until my regular time taking advantage of this  opportunity to begin archiving. Thanks",FYI,davis-d
851,_132.subject,"Positive Living Tip of the Day 		Monday January 29, 2001 		 		Your Environment   		 		Do you live or work in an environment that creates undue stress in your life? If so, realize your environment plays an important role in your life. Hostile  environments create defensiveness, and an individual's negative behavior can  directly affect others who are trying to maintain a healthy attitude. For example, if you are working with a supervisor who constantly berates  those under him/her in front of others, this negative behavior affects  everyone in the office. And hanging around negative friends and family  members can reinforce your own negative traits. (For example, your temper is  under control as long as you are not around your older brother.) In addition,  negative people can induce others into developing the same negative attitudes  and behaviors that they possess. It is true the company you keep is a  reflection on you and can influence your behavior. Steer clear of negative  environments and begin building a positive life. - CG, Licensed Clinical Professional Counselor",EMAZING Positive Living Tip of the Day - Your Environment,davis-d
852,_135.subject,"I forgot to give you money for parking I am so embarrased and sorry. I'll  give it back to you this evening. I have a  meeting at 11am and a class from  1pm to 2pm today so if you call or email me within those time frames and I  don't respond for a while, that's why.",Oh my God!,davis-d
853,_16.subject,"Good Morning Marnie -  Yesterday I made a dental appt. for Monday, Dec. 11th @ 5pm but I need to  leave at 4pm to get there on time. I have to finish a root canal that was  started several months ago. Do you foresee a problem with me leaving at 4pm  that day?",Dental Appt.,davis-d
854,_161.subject,"Here is a list of journal entries for January that we have. They will be  ready to be filed/signed. Pam and Marnie will have the ones the will require  a signature. To Be Filed   Signature Required Co.  0002    01N2   0003    0272  052K    0942  1311    046K  0935    1319  0958    028P  034M    1313  037H    1380  040N    1381  0398    1314  0914    072R  0915    0527  0961    0919  1298    1297  0957      Any other entries that need to be filed can be dropped at my desk. Thanks,",January 2001 Journal Entries,davis-d
855,_163.subject,Are any of you still holding posted journal entries from Jan. Close? If so  will you please let me know what companies they are. This will be an FYI  kind of thing for me incase any of the accountants come around looking for  specific entries. Thanks for your cooperation. dd,January Journal Entries,davis-d
856,_164.subject,"I've been here since 8:30am but my computer was very slow booting up and  after it came on I couldn't get a connection to lotus notes. I put in a call  to Jimmy Manguba, our floor tech, while waiting for my computer to reboot. I  don't know what the problem was but this seemed to work. dd",I'm here. (Please read contents),davis-d
857,_170.subject,"Rhonna,   Attached is a copy of my resume along with a wealth of gratitude if you could  keep me in mind for postings of the nature listed above. Thanks again. Dana Davis",Resume for Sr. Clerk or Amin I Position,davis-d
858,_188.subject,"Good Morning Marnie -   I have received the information that I needed to officially submit my request  for 1/2 vacation Friday. If this is not feasible, please let me know. Thanks",Vacation,davis-d
859,_189.subject,"Marnie -  I think I need to take a half day of vacation Friday, Oct. 20th. I am  involved in some church activities next weekend and I won't find out if I  need this time off until tonight or Wednesday night. Is that too short of  notice?",Vacation,davis-d
